,LSTM_2_16,DNN_2_16,RNN_2_16,CNN_2_16,LSTM_2_32,DNN_2_32,RNN_2_32,CNN_2_32,LSTM_2_64,DNN_2_64,RNN_2_64,CNN_2_64,LSTM_2_128,DNN_2_128,RNN_2_128,CNN_2_128,LSTM_3_16,DNN_3_16,RNN_3_16,CNN_3_16,LSTM_3_32,DNN_3_32,RNN_3_32,CNN_3_32,LSTM_3_64,DNN_3_64,RNN_3_64,CNN_3_64,LSTM_3_128,DNN_3_128,RNN_3_128,CNN_3_128
10,17.474040985107422,9.906461715698242,6.480196475982666,17.650617599487305,19.690811157226562,9.65727424621582,3.6429741382598877,17.094636917114258,17.39021873474121,6.375877857208252,11.665661811828613,19.47610855102539,18.99770736694336,14.500713348388672,4.061038494110107,19.664655685424805,19.8863582611084,20.80220603942871,24.03740119934082,20.493154525756836,21.4345703125,12.455462455749512,3.3504321575164795,19.581079483032227,19.713376998901367,10.053764343261719,13.205988883972168,20.189043045043945,19.656919479370117,14.55889892578125,7.212161064147949,20.011764526367188
11,16.875303268432617,9.052167892456055,5.679256439208984,17.150007247924805,19.601160049438477,8.79488468170166,3.5018608570098877,16.921817779541016,17.254093170166016,5.825623989105225,10.500365257263184,19.26426124572754,18.917238235473633,13.854728698730469,3.9627249240875244,19.5948543548584,19.82272720336914,19.79315757751465,23.7388858795166,20.464550018310547,21.19145965576172,12.023224830627441,3.305391788482666,19.548603057861328,19.67617416381836,9.370628356933594,12.258360862731934,20.164691925048828,19.612689971923828,13.85985279083252,6.161019325256348,19.984657287597656
12,16.16385841369629,8.26353931427002,5.204566478729248,16.687103271484375,19.503820419311523,7.991443157196045,3.3955681324005127,16.71738624572754,17.103456497192383,5.459105968475342,9.357564926147461,19.03181266784668,18.82959747314453,13.201358795166016,3.889662265777588,19.51900863647461,19.752777099609375,18.779449462890625,23.454204559326172,20.433984756469727,20.94951629638672,11.574088096618652,3.2607128620147705,19.51361656188965,19.635740280151367,8.718777656555176,11.252487182617188,20.138134002685547,19.56501579284668,13.157343864440918,5.258126735687256,19.955347061157227
13,15.334810256958008,7.532145023345947,4.947268486022949,16.20737648010254,19.39664649963379,7.24302864074707,3.313106060028076,16.46785545349121,16.937753677368164,5.21713399887085,8.227792739868164,18.77436637878418,18.735445022583008,12.55539608001709,3.8127262592315674,19.43684196472168,19.678359985351562,17.76538848876953,23.179643630981445,20.401966094970703,20.706323623657227,11.102310180664062,,19.47567367553711,19.592260360717773,8.104092597961426,10.163378715515137,20.109317779541016,19.513500213623047,12.441140174865723,4.573462963104248,19.923484802246094
14,14.409869194030762,6.852811336517334,4.80634069442749,15.725789070129395,19.276348114013672,6.572134017944336,3.225670337677002,16.153413772583008,16.757064819335938,5.058004856109619,7.189945697784424,18.486814498901367,18.633405685424805,11.919709205627441,3.7429678440093994,19.34882164001465,19.597400665283203,16.74953842163086,22.912879943847656,20.368162155151367,20.461166381835938,10.602657318115234,,19.434642791748047,19.545330047607422,7.513154983520508,9.002643585205078,20.078113555908203,19.457263946533203,11.73149299621582,4.092682361602783,19.889217376708984
15,13.423697471618652,6.248485565185547,4.699870586395264,15.261621475219727,19.145126342773438,5.968752861022949,3.1574532985687256,15.745423316955566,16.561594009399414,4.949080944061279,6.244842529296875,18.1638240814209,18.5241641998291,11.30322265625,3.682743787765503,19.253326416015625,19.508543014526367,15.741047859191895,22.660932540893555,20.33258819580078,20.215070724487305,10.088641166687012,,19.390668869018555,19.494199752807617,6.971426963806152,7.79642391204834,20.04425811767578,19.395750045776367,11.016157150268555,3.7683098316192627,19.85200309753418
16,12.586302757263184,5.707144737243652,4.618209362030029,14.700332641601562,19.00025749206543,5.449715614318848,3.0671820640563965,15.178874015808105,16.345081329345703,4.874574661254883,5.42569637298584,17.789215087890625,18.405675888061523,10.70302963256836,3.6106932163238525,19.14990234375,19.412538528442383,14.743505477905273,22.41396141052246,20.29553985595703,19.96470069885254,9.587133407592773,,19.342798233032227,19.43917465209961,6.483534812927246,6.634824275970459,20.007274627685547,19.32903289794922,10.310992240905762,3.5836448669433594,19.811796188354492
17,12.02978229522705,5.251665115356445,4.555795669555664,13.983951568603516,18.83570098876953,5.01316499710083,3.050471305847168,14.41686725616455,16.106138229370117,4.817729473114014,4.762820243835449,17.354686737060547,18.27727508544922,10.119122505187988,3.5365304946899414,19.036996841430664,19.305496215820312,13.755715370178223,22.17072296142578,20.256704330444336,19.711929321289062,9.09936809539795,,19.29148292541504,19.379364013671875,6.049501895904541,5.630255222320557,19.966833114624023,19.25694465637207,9.619124412536621,3.462700605392456,19.768022537231445
18,11.65200424194336,4.867286682128906,4.489542007446289,12.929254531860352,18.650970458984375,4.645344257354736,2.927217960357666,13.550885200500488,15.837847709655762,4.748440742492676,4.263452053070068,16.826820373535156,18.1387996673584,9.562602043151855,3.4619152545928955,18.91701889038086,19.18706703186035,12.807557106018066,21.934267044067383,20.216543197631836,19.45627784729004,8.624463081359863,,19.236370086669922,19.315265655517578,5.665069103240967,4.876579284667969,19.92342185974121,19.178314208984375,8.941818237304688,3.3909332752227783,19.720434188842773
19,11.329134941101074,4.561188220977783,4.409421920776367,11.816656112670898,18.44049835205078,4.370080471038818,2.91909122467041,12.98694133758545,15.541353225708008,4.690681457519531,3.93497633934021,16.188066482543945,17.989151000976562,9.047537803649902,3.385758399963379,18.78787612915039,19.05729103088379,11.885553359985352,21.699140548706055,20.17483139038086,19.19278335571289,8.179913520812988,,19.17673683166504,19.245615005493164,5.354969501495361,4.410117149353027,19.876428604125977,19.094005584716797,8.284737586975098,3.336866855621338,19.668603897094727
20,10.990750312805176,4.309742450714111,4.351160049438477,11.020780563354492,18.20221710205078,4.160184860229492,2.772097110748291,12.750694274902344,15.213908195495605,4.634769439697266,3.7083094120025635,15.393436431884766,17.826730728149414,8.547441482543945,3.3180482387542725,18.64747428894043,18.914674758911133,11.006404876708984,21.46623992919922,20.1320743560791,18.913375854492188,7.778944492340088,,19.11241912841797,19.17089080810547,5.085636615753174,4.150734901428223,19.825428009033203,19.002382278442383,7.672199249267578,3.2797465324401855,19.612504959106445
21,10.72426986694336,4.120994567871094,4.26215124130249,10.66342544555664,17.92145347595215,3.9999840259552,2.744624376296997,12.581281661987305,14.8469820022583,4.58017110824585,3.5752413272857666,14.417330741882324,17.65113067626953,8.110296249389648,3.240496873855591,18.494688034057617,18.75242805480957,10.167061805725098,21.231016159057617,20.08746910095215,18.61228370666504,7.415704250335693,,19.042646408081055,19.09015655517578,4.8657050132751465,4.014665603637695,19.770980834960938,18.90329933166504,7.102330684661865,3.214801549911499,19.55266761779785
22,10.2415771484375,3.9841468334198,4.17240047454834,10.41991901397705,17.600568771362305,3.8839967250823975,2.721750497817993,12.367629051208496,14.442726135253906,4.512562274932861,3.494450330734253,13.192631721496582,17.458391189575195,7.721670150756836,3.164057731628418,18.328630447387695,18.570899963378906,9.407414436340332,20.993959426879883,20.041135787963867,18.280960083007812,7.098733425140381,,18.967390060424805,19.0020809173584,4.694199085235596,3.9151697158813477,19.712133407592773,18.7967586517334,6.57757568359375,3.161442279815674,19.48782730102539
23,9.867574691772461,3.8837947845458984,4.119370937347412,9.94361686706543,17.219484329223633,3.792771816253662,2.634763240814209,12.334818840026855,13.992642402648926,4.466813564300537,3.432021379470825,11.867942810058594,17.248851776123047,7.380627632141113,3.0833561420440674,18.148056030273438,18.366945266723633,8.72457218170166,20.75078582763672,19.99325942993164,17.912250518798828,6.822952747344971,,18.88580894470215,18.908220291137695,4.56967830657959,3.824655771255493,19.64841079711914,18.680286407470703,6.116652488708496,3.1106677055358887,19.417800903320312
24,9.378031730651855,3.8157031536102295,4.017574310302734,9.382773399353027,16.756868362426758,3.7262187004089355,2.673269271850586,12.033185958862305,13.487408638000488,4.388729572296143,3.371621608734131,10.743952751159668,17.021150588989258,7.096882343292236,3.003779172897339,17.94709587097168,18.13634490966797,8.148909568786621,20.501758575439453,19.94277572631836,17.480363845825195,6.585712909698486,,18.799129486083984,18.805923461914062,4.473697662353516,3.7510552406311035,19.57982635498047,18.55484962463379,5.712857246398926,3.0576086044311523,19.34287452697754
25,8.809831619262695,3.761561393737793,3.940894603729248,8.634119033813477,16.18286895751953,3.6677966117858887,2.588519334793091,11.78884506225586,12.899019241333008,4.342458248138428,3.3200085163116455,10.191116333007812,16.773393630981445,6.866780757904053,2.9377453327178955,17.728349685668945,17.864810943603516,7.672693729400635,20.252058029174805,19.88966178894043,16.930578231811523,6.392021179199219,,18.705249786376953,18.696189880371094,4.412940979003906,3.685271978378296,19.50641441345215,18.420164108276367,5.367732524871826,2.9946179389953613,19.26255226135254
26,8.344204902648926,3.7207744121551514,3.8399486541748047,8.059549331665039,15.455876350402832,3.608649730682373,2.5005459785461426,11.50137996673584,12.22757339477539,4.267645359039307,3.2760846614837646,9.833796501159668,16.503328323364258,6.678157329559326,2.8632373809814453,17.488880157470703,17.541824340820312,7.286753177642822,20.003278732299805,19.834638595581055,16.220415115356445,6.235395431518555,,18.605287551879883,18.578235626220703,4.365728855133057,3.5993828773498535,19.427806854248047,18.27511215209961,5.079816818237305,2.9491496086120605,19.175058364868164
27,7.704531192779541,3.696727991104126,3.77443528175354,7.220061779022217,14.51499080657959,3.563946008682251,2.6073920726776123,11.114906311035156,11.469555854797363,4.186295986175537,3.230602264404297,9.664077758789062,16.20601463317871,6.535825252532959,2.799400806427002,17.224485397338867,17.151487350463867,6.989330768585205,19.750446319580078,19.776399612426758,15.205016136169434,6.090898513793945,,18.497509002685547,18.45041847229004,4.326072692871094,3.526552677154541,19.34541130065918,18.119043350219727,4.83325719833374,2.921321392059326,19.082923889160156
28,7.099245548248291,3.663768768310547,3.6957571506500244,6.470770359039307,13.2881498336792,3.5158164501190186,,10.592490196228027,10.624300956726074,4.117860317230225,3.1708128452301025,9.378425598144531,15.88179874420166,6.420375823974609,2.7190613746643066,16.935836791992188,16.6616153717041,6.759605407714844,19.50665855407715,19.71652603149414,14.004027366638184,5.945546627044678,,18.380964279174805,18.312450408935547,4.292504787445068,3.4317071437835693,19.2582950592041,17.9510498046875,4.633123874664307,2.8312463760375977,18.983747482299805
29,6.497275352478027,,3.6063127517700195,5.90212345123291,11.769573211669922,,,10.027714729309082,9.743511199951172,4.039924144744873,3.128875732421875,9.048465728759766,15.521549224853516,6.313991069793701,2.6701464653015137,16.61638641357422,16.02050018310547,6.591269016265869,19.28190803527832,19.653919219970703,12.9901123046875,5.828875541687012,,18.253782272338867,18.16555404663086,4.259269714355469,3.369837522506714,19.16596031188965,17.770471572875977,4.462655544281006,2.7965567111968994,18.877283096313477
30,6.32146692276001,,3.510056734085083,5.318332672119141,10.11187744140625,,,9.16252326965332,9.02862548828125,3.9705214500427246,3.0683937072753906,8.86642074584961,15.122820854187012,6.23741340637207,2.57950496673584,16.25725555419922,15.14185905456543,6.47848653793335,19.070938110351562,19.589244842529297,12.245871543884277,5.685081958770752,,18.111841201782227,18.00665855407715,4.21824312210083,3.27260422706604,19.068531036376953,17.574155807495117,4.308259963989258,2.724998950958252,18.761991500854492
31,5.674819469451904,,3.429445266723633,4.912307262420654,8.854533195495605,,,8.608840942382812,8.609723091125488,3.8933470249176025,3.006349802017212,8.623486518859863,14.679765701293945,6.15854024887085,2.517488718032837,15.84875202178955,13.904187202453613,6.372069835662842,18.884389877319336,19.52225685119629,11.484167098999023,5.560811519622803,,17.955135345458984,17.835485458374023,4.19599723815918,3.201289176940918,18.965229034423828,17.363239288330078,4.169445991516113,2.6760528087615967,18.637989044189453
32,5.382760047912598,,3.3573596477508545,4.703312397003174,8.046676635742188,,,8.293342590332031,8.263748168945312,3.802278995513916,2.9486968517303467,8.245903015136719,14.184405326843262,6.0798659324646,2.465348958969116,15.376212120056152,12.12477970123291,6.29288911819458,18.717662811279297,19.452579498291016,10.311047554016113,5.427581310272217,,17.777753829956055,17.65016746520996,4.138625621795654,3.149712324142456,18.85382843017578,17.133403778076172,4.023348331451416,2.638731002807617,18.50304412841797
33,5.102565288543701,,3.312138319015503,4.516974449157715,7.400049686431885,,,7.913918495178223,7.951986789703369,3.733628511428833,2.9076483249664307,7.955944061279297,13.623435020446777,6.016098976135254,2.406820058822632,14.837288856506348,9.698604583740234,6.217843532562256,18.558984756469727,19.38111114501953,9.111502647399902,5.303955078125,,17.576269149780273,17.44808578491211,4.101114273071289,3.0358855724334717,18.735122680664062,16.88106346130371,3.8726067543029785,2.598938226699829,18.357696533203125
34,5.339569568634033,,3.219316005706787,4.33508825302124,6.973308563232422,,,7.718360424041748,7.625377178192139,3.6551568508148193,2.8251729011535645,7.670065402984619,12.986413955688477,5.936415672302246,2.437150478363037,14.206635475158691,7.716775417327881,6.145867824554443,18.398107528686523,19.305654525756836,8.066194534301758,5.170445442199707,,17.34200096130371,17.22464370727539,4.057265281677246,2.9523112773895264,18.608482360839844,16.599403381347656,3.7338130474090576,2.5051517486572266,18.199953079223633
35,4.966331481933594,,3.1195290088653564,4.124209403991699,6.606491565704346,,,7.178244113922119,7.283523082733154,3.6090450286865234,2.7757396697998047,7.423583984375,12.259658813476562,5.849536418914795,2.307904005050659,13.445270538330078,6.683253765106201,6.083456993103027,18.223608016967773,19.224828720092773,7.597916126251221,5.013486862182617,,17.062515258789062,16.978857040405273,4.010595798492432,2.8801379203796387,18.46962547302246,16.28655242919922,3.583639144897461,2.4924323558807373,18.02871322631836
36,4.780860424041748,,3.050102710723877,4.121315002441406,6.402954578399658,,,7.175169467926025,6.912609577178955,3.4855754375457764,2.698348045349121,7.101607322692871,11.428800582885742,5.772377014160156,2.259719133377075,12.539396286010742,6.274619102478027,6.020700454711914,18.04244041442871,19.1395320892334,7.134073734283447,4.845587730407715,,16.722166061401367,16.703845977783203,3.964801788330078,2.8698036670684814,18.311357498168945,15.9357328414917,3.4580087661743164,2.404007911682129,17.841785430908203
37,5.420842170715332,,2.9617815017700195,4.747649192810059,6.302581787109375,,,6.484194755554199,6.454868793487549,3.3929741382598877,2.629329204559326,6.782747268676758,10.462993621826172,5.697685718536377,2.2093615531921387,11.43556022644043,5.873096942901611,5.944747447967529,17.84676170349121,19.04841423034668,6.293837547302246,4.693033218383789,,16.28708839416504,16.398099899291992,3.898344039916992,2.764822006225586,18.129989624023438,15.539267539978027,3.3117735385894775,2.371460437774658,17.636260986328125
38,4.5863847732543945,,2.870061159133911,3.7212727069854736,5.914470672607422,,,,6.118417739868164,3.353961944580078,2.571549654006958,6.539621829986572,9.38175106048584,5.615133285522461,2.265171766281128,10.131564140319824,6.067410469055176,5.890422821044922,17.630840301513672,18.951080322265625,8.023436546325684,4.523045539855957,,15.688886642456055,16.050397872924805,3.8318169116973877,2.695131540298462,17.92643165588379,15.086166381835938,3.1569669246673584,2.3025124073028564,17.40850067138672
39,4.625117778778076,,2.8202412128448486,,5.760838985443115,,,,5.867222309112549,3.26668381690979,2.5320308208465576,6.310217380523682,8.216246604919434,5.507765769958496,2.1386537551879883,8.647675514221191,6.211108207702637,5.825632095336914,17.37851333618164,18.846738815307617,6.834801197052002,4.354599952697754,,14.74758529663086,15.651396751403809,3.7681689262390137,2.680060386657715,17.70015525817871,14.559697151184082,3.020528793334961,2.2645273208618164,17.154216766357422
40,4.419320583343506,,2.746025800704956,,6.037414073944092,,,,5.558573246002197,3.1790852546691895,2.480842113494873,5.972752094268799,7.222906589508057,5.402484893798828,2.045896053314209,7.400926113128662,5.481708526611328,5.71246862411499,17.07935333251953,18.734888076782227,5.429013729095459,4.18314790725708,,12.96789836883545,15.191717147827148,3.6866416931152344,2.6239349842071533,17.446378707885742,13.944421768188477,2.889813184738159,2.2481393814086914,16.870100021362305
41,4.273377895355225,,2.6625657081604004,,5.302933692932129,,,,5.312986850738525,3.134289503097534,2.4372427463531494,5.676845073699951,6.683123588562012,5.30134916305542,2.083615779876709,6.701059818267822,5.11181640625,5.653024673461914,16.731218338012695,18.61284637451172,6.42830228805542,4.041787624359131,,10.574973106384277,14.649600982666016,3.642388343811035,2.542078971862793,17.157764434814453,13.204670906066895,2.781614065170288,2.197674512863159,16.542537689208984
42,4.7050557136535645,,2.6407833099365234,,5.890032768249512,,,,5.325184345245361,3.0650835037231445,2.3735649585723877,5.459003925323486,6.452741622924805,5.206787109375,2.028599739074707,6.463801860809326,inf,5.546937942504883,16.299848556518555,18.482696533203125,6.018337249755859,3.869870662689209,,8.534568786621094,14.0044584274292,3.5441339015960693,2.523469924926758,16.83151626586914,12.327378273010254,2.6468567848205566,2.12138295173645,16.160749435424805
43,4.574942111968994,,2.528627395629883,,5.215742588043213,,,,4.890533924102783,3.0579326152801514,2.3356165885925293,5.215701103210449,6.185941219329834,5.084531307220459,2.0283453464508057,6.35269021987915,,5.44291877746582,15.762299537658691,18.341962814331055,,3.6634488105773926,,7.384944915771484,13.225299835205078,3.470524311065674,2.474560022354126,16.45421600341797,11.253560066223145,2.5527541637420654,2.1138596534729004,15.700490951538086
44,4.355678558349609,,2.4799981117248535,,5.291985988616943,,,,6.494717597961426,2.947932720184326,2.3143601417541504,5.021275520324707,5.996745586395264,4.97083854675293,1.9150344133377075,6.133767604827881,,5.320632457733154,15.036771774291992,18.18866729736328,,3.4943203926086426,,8.72006893157959,12.266862869262695,3.384835958480835,2.4285545349121094,16.00161361694336,9.930085182189941,2.4647064208984375,2.09468412399292,15.127510070800781
45,4.77718448638916,,2.3837890625,,4.91395902633667,,,,4.8393144607543945,2.892495632171631,2.2536299228668213,4.911330223083496,5.804443359375,4.8579511642456055,2.0098581314086914,5.990966796875,,5.245135307312012,14.01408576965332,18.02066421508789,,3.341381072998047,,9.924298286437988,11.063888549804688,3.2922706604003906,2.342439651489258,15.436662673950195,8.393094062805176,2.369255781173706,2.002171754837036,14.387784004211426
46,4.111941337585449,,2.334707736968994,,5.166647434234619,,,,4.522804260253906,2.834413766860962,2.2014849185943604,4.591350078582764,5.533253192901611,4.7543134689331055,1.87385892868042,5.872788906097412,,5.071685314178467,12.449196815490723,17.836841583251953,,3.169013500213623,,8.06258773803711,9.570184707641602,3.2360894680023193,2.273455858230591,14.695252418518066,7.103538513183594,2.301877975463867,1.9877581596374512,13.345317840576172
47,4.286928176879883,,2.270650863647461,,4.577600955963135,,,,4.626106262207031,2.7340524196624756,2.166712999343872,4.440471172332764,5.253200054168701,4.591903209686279,1.8740992546081543,5.728239059448242,,4.947065830230713,9.858609199523926,17.634119033813477,,3.030728816986084,,10.8704252243042,7.841161251068115,3.172198534011841,2.2191076278686523,13.612807273864746,6.514840126037598,2.2229220867156982,2.0090205669403076,11.702449798583984
48,4.087213039398193,,2.2187912464141846,,4.546269416809082,,,,5.21131706237793,2.8230669498443604,2.1768369674682617,4.3677144050598145,4.986058712005615,4.486113548278809,2.044121503829956,5.56325626373291,,4.826686382293701,5.749399185180664,17.407377243041992,,2.8679301738739014,,,6.471151828765869,3.0759947299957275,2.2478861808776855,11.803579330444336,6.185956001281738,2.1887786388397217,1.980046033859253,9.277454376220703
49,6.499229431152344,,2.148472309112549,,3.9021475315093994,,,,5.206972122192383,2.668980121612549,2.055701971054077,3.927321195602417,5.03710412979126,4.390089988708496,1.8887420892715454,5.385435104370117,,4.679250240325928,2.889540672302246,17.15044403076172,,2.7479097843170166,,,5.99125862121582,2.9788198471069336,2.1777849197387695,9.188315391540527,5.923234462738037,2.1261892318725586,1.8084524869918823,8.107434272766113
50,6.663473606109619,,2.128145694732666,,4.158984661102295,,,,4.433456897735596,2.568096399307251,2.020895004272461,3.774711847305298,4.760052680969238,4.212252616882324,1.9036414623260498,5.294203758239746,,4.486303329467773,2.330561399459839,16.844865798950195,,2.663541316986084,,,5.753578186035156,2.877588987350464,2.172790288925171,7.944697380065918,5.84038782119751,2.07647705078125,1.953210473060608,7.803348541259766
51,6.32279634475708,,2.0555503368377686,,3.443150281906128,,,,4.023597240447998,,1.9671807289123535,3.597008228302002,4.871214389801025,4.189451694488525,2.2295258045196533,5.116570472717285,,4.338757514953613,2.223510265350342,16.456296920776367,,2.553025484085083,,,5.634605884552002,2.8165671825408936,2.1175081729888916,7.156703948974609,5.614881992340088,2.044279098510742,1.9914579391479492,7.300326347351074
52,4.808650493621826,,2.01438045501709,,3.347360134124756,,,,4.268551826477051,,1.9646176099777222,3.822822093963623,4.716202735900879,3.957949161529541,2.0492045879364014,4.982090950012207,,4.173376560211182,2.07405948638916,15.89930534362793,,2.454967737197876,,,5.372683048248291,2.764979124069214,2.022277593612671,6.655203819274902,5.468332290649414,2.031487226486206,1.9737948179244995,6.920326232910156
53,3.8030309677124023,,1.996554970741272,,2.9826343059539795,,,,4.470902442932129,,1.8917245864868164,3.3150999546051025,4.522261142730713,3.843170166015625,1.7378599643707275,4.852357387542725,,4.004673957824707,1.9499921798706055,14.842244148254395,,2.3500332832336426,,,5.213728904724121,2.6720919609069824,2.053455114364624,8.393021583557129,5.37252950668335,1.9350792169570923,1.919791579246521,6.695127487182617
54,3.6067497730255127,,1.9216821193695068,,2.875886917114258,,,,4.002892971038818,,1.8353945016860962,3.240565776824951,4.332226753234863,3.730781316757202,1.6778745651245117,4.6814069747924805,,3.7746684551239014,3.675584316253662,11.22097396850586,,2.3096768856048584,,,5.044727325439453,2.566969394683838,1.9882925748825073,6.672110080718994,5.142910957336426,1.9068702459335327,2.1499545574188232,6.621157646179199
55,3.4250056743621826,,1.8892457485198975,,3.549717664718628,,,,3.8822386264801025,,1.8418049812316895,3.0811049938201904,4.991176605224609,3.5361599922180176,2.06036639213562,4.521004676818848,,3.6557135581970215,,9.040295600891113,,2.3085639476776123,,,4.937163352966309,2.4875786304473877,2.08139705657959,6.119227409362793,5.161257266998291,1.8582277297973633,2.3994665145874023,6.252061367034912
56,3.7346394062042236,,1.8770447969436646,,3.2633728981018066,,,,,,1.7881721258163452,3.5228748321533203,4.087804317474365,3.43446683883667,,4.376853942871094,,3.478952407836914,,8.683051109313965,,2.2737157344818115,,,4.797540664672852,2.524662971496582,2.1513094902038574,5.992559909820557,4.980784893035889,1.8371020555496216,1.7676146030426025,6.215792179107666
