date,CPI
2012-11-01,115.855538427659
2012-12-01,116.332672685899
2013-01-01,117.69067019012
2013-02-01,117.514497540923
2013-03-01,118.116420759011
2013-04-01,117.631945973721
2013-05-01,116.795125890039
2013-06-01,117.609924392571
2013-07-01,117.140130661382
2013-08-01,118.241209718858
2013-09-01,117.67598913602
2013-10-01,117.558540703223
2013-11-01,116.618953240843
2013-12-01,117.66864860897
2014-01-01,118.476106584453
2014-02-01,118.175144975409
2014-03-01,119.136754018939
2014-04-01,118.432063422154
2014-05-01,118.791749247596
2014-06-01,120.898480510901
2014-07-01,121.030609997798
2014-08-01,121.463701093739
2014-09-01,122.31520223152
2014-10-01,124.759597739118
2014-11-01,124.069588196433
2014-12-01,123.849372384937
2015-01-01,123.988842398884
2015-02-01,124.788959847317
2015-03-01,125.677163620348
2015-04-01,125.258753578507
2015-05-01,125.787271526096
2015-06-01,126.359832635983
2015-07-01,125.508331498202
2015-08-01,126.881010056522
2015-09-01,129.78051824121
2015-10-01,129.244659766571
2015-11-01,128.312412831241
2015-12-01,129.252000293621
2016-01-01,130.2356309183
2016-02-01,129.971371944506
2016-03-01,132.393745870954
2016-04-01,133.648975996477
2016-05-01,134.559201350657
2016-06-01,136.379652059018
2016-07-01,135.726345151582
2016-08-01,136.29156573442
2016-09-01,136.805402627909
2016-10-01,135.902517800778
2016-11-01,137.979886955883
2016-12-01,138.244145929678
2017-01-01,140.747265653674
2017-02-01,139.932467151141
2017-03-01,141.554723629157
2017-04-01,142.068560522646
2017-05-01,141.540042575057
2017-06-01,141.943771562798
2017-07-01,139.925126624092
2017-08-01,142.428246348088
2017-09-01,143.977097555604
2017-10-01,144.740512368788
2017-11-01,144.689128679439
2017-12-01,145.063495558981
2018-01-01,145.775526682816
2018-02-01,144.931366072084
2018-03-01,146.017764075461
2018-04-01,146.861924686192
2018-05-01,149.533876532335
2018-06-01,151.15613301035
2018-07-01,148.256624825663
2018-08-01,148.931953314248
2018-09-01,149.409087572488
2018-10-01,151.192835645599
2018-11-01,150.517507157014
2018-12-01,148.983337003597
2019-01-01,149.555898113485
2019-02-01,148.82918593555
2019-03-01,150.22388607502
2019-04-01,150.24590765617
2019-05-01,151.728694120238
2019-06-01,151.302943551347
2019-07-01,150.24590765617
2019-08-01,151.824120971886
2019-09-01,153.681274315496
2019-10-01,153.519782720399
2019-11-01,152.57285473097
2019-12-01,152.609557366219
2020-01-01,152.433384717023
2020-02-01,151.545180943992
2020-03-01,153.424355868751
2020-04-01,153.857446964692
2020-05-01,155.34757395581
2020-06-01,155.597151875505
2020-07-01,153.894149599941
2020-08-01,154.070322249137
2020-09-01,155.817367687
2020-10-01,158.430595316744
2020-11-01,157.813991044557
2020-12-01,157.975482639654
2021-01-01,158.885707993834
2021-02-01,159.55369595537
2021-03-01,162.431182558908
2021-04-01,164.897599647655
2021-05-01,164.714086471409
2021-06-01,163.950671658225
2021-07-01,165.11781545915
2021-08-01,167.466784115099
2021-09-01,170.806723922778
2021-10-01,172.935476767232
2021-11-01,172.487704617192
2021-12-01,171.379285032665
2022-01-01,173.236438376275
2022-02-01,174.234750055054
2022-03-01,177.545327754533
2022-04-01,181.37708287455
2022-05-01,180.415473831021
2022-06-01,181.692725537694
2022-07-01,180.606327534317
2022-08-01,183.953607869045
2022-09-01,185.57586434706
2022-10-01,186.911840270131
2022-11-01,186.581516552889
2022-12-01,187.308228730823
2023-01-01,189.370916831829
